director,actor1Name,actor2Name,actor3Name,duration,contentRating,net_revenue,imdbScore
"Mike Hodges","Brian Blessed","William Hootkins","Sam J. Jones",111,PG,-20000000,6.4
"Kevin Smith","Stephen Root","Mike Starr","George Carlin",102,PG-13,-9733871,6.2
"Rob Cohen","Cicely Tyson","Chad Lindberg","Carmen Ejogo",101,PG-13,-9136085,5.1
"Clint Eastwood","Kevin Spacey","Bob Gunton","Leon Rippy",155,R,-4921063,6.6
"Scott Mann","Robert De Niro","Joshua Mikel","D.B. Sweeney",93,R,-19000000,6.1
"Susanna White","Daniel Mays","Bill Bailey","Eros Vlahos",109,PG,-6004550,6.1
"Danny DeVito","Frank Whaley","J.T. Walsh","Paul Guilfoyle",140,R,-10723500,6.6
"Chris Carter","Mitch Pileggi","Callum Rennie","Nicki Aycox",108,PG-13,-9018367,5.9
"Tommy O'Haver","Anne Hathaway","Steve Coogan","Joanna Lumley",96,PG,-12086323,6.3
"Peter Landesman","Will Smith","Eddie Marsan","Albert Brooks",123,PG-13,-468168,7.1
"John Singleton","Ken Arnold","Benjamin J. Cain Jr.","Richard Cetrone",106,PG-13,-6935774,5
"Gary Chapman","Jim Broadbent","Olivia Williams","Pip Torrens",76,G,-15552522,5.6
"Curtis Hanson","Robert Downey Jr.","Rip Torn","Richard Thomas",107,R,-35610546,7.4
"Craig Mazin","Drake Bell","Tracy Morgan","Marion Ross",82,PG-13,-9128166,4.5
"Allen Hughes","Alona Tal","James Ransone","Michael Beach",109,R,-15307392,6.2
"Wes Craven","Shannon Elizabeth","Portia de Rossi","Derek Mears",99,PG-13,-15705099,5
"David Koepp","Joseph Gordon-Levitt","Dania Ramirez","Aasif Mandvi",91,PG-13,-14724554,6.5
"Anne Fletcher","Jim Gaffigan","Richard T. Jones","Michael Mosley",87,PG-13,-492921,5.1
"Shekhar Kapur","Djimon Hounsou","Lucy Gordon","Alex Jennings",125,PG-13,-16693834,6.5
"Taylor Hackford","Jason Statham","Clifton Collins Jr.","Wendell Pierce",118,R,-17390018,6.2
"Richard Loncraine","Kirsten Dunst","Jon Favreau","Austin Nichols",98,PG-13,-14168495,6.3
"Roger Kumble","Brendan Fraser","Brooke Shields","Matt Prokop",92,PG,-17403744,3.8
"Kimble Rendall","Alex Russell","Cariba Heine","Richard Brancatisano",93,R,-30000000,5.2
"Peter Yates","Liam Neeson","Alun Armstrong","Lysette Anthony",116,PG,-27000000,6
"Robert Redford","Meryl Streep","Tom Cruise","Andrew Garfield",92,R,-20001930,6.2
"John Milius","Rosanna Arquette","Dann Florek","Christopher Rich",115,PG-13,-20412268,5.7
"Jake Kasdan","Tim Meadows","Nat Faxon","Matt Price",120,R,-16682849,6.7
"Lasse Hallström","Kevin Spacey","Scott Glenn","Jason Behr",111,R,-23594175,6.8
"Les Mayfield","Gregory Smith","Ronny Cox","Harris Yulin",94,PG-13,-21735014,6
"Jean-Marc Vallée","Michiel Huisman","Jim Broadbent","Thomas Kretschmann",100,PG,-24008619,7.3
"Dominic Sena","Tom Skerritt","Bashar Rahal","Shawn Doyle",101,R,-24731154,5.5
"Terrence Malick","Brad Pitt","Tye Sheridan","Fiona Shaw",139,PG-13,-18696681,6.7
"Hark Tsui","Paul Sorvino","Lela Rochon","Ray Nicholas",91,R,-24923864,4.8
"David Ayer","Mireille Enos","Martin Donovan","Maurice Compte",109,R,-24500032,5.7
"Brian Helgeland","Heath Ledger","Mark Addy","Benno Fürmann",102,R,-30340253,5.1
"Lexi Alexander","Julie Benz","Wayne Knight","Colin Salmon",103,R,-27051841,6
"Peter Hewitt","Kevin Zegers","Rip Torn","Thomas F. Wilson",83,PG,-23368755,4.2
"Robert Zemeckis","Joseph Gordon-Levitt","Soleyman Pierini","Jade Kindar-Martin",123,PG,-24862498,7.4
"Ronny Yu","Marley Shelton","Lee Arenberg","Angus Macfadyen",101,PG,-28551183,4.6
"Ridley Scott","Archie Panjabi","Albert Finney","Richard Coyle",117,PG-13,-27541731,6.9
,"Ruth Wilson","Indira Varma","Warren Brown",60,TV-MA,0,8.6
"Richard Donner","Adam Baldwin","Thomas Ian Nicholas","John Heard",114,PG-13,-30348023,6.9
"Taylor Hackford","Delroy Lindo","Jesse Borrego","Raymond Cruz",330,R,-30503417,8
"Bille August","Jim Broadbent","Tom Wilkinson","Julia Ormond",121,R,-32778006,6.4
"Brian De Palma","Peter Coyote","Gregg Henry","Rie Rasmussen",114,R,-28407897,6.3
"Moustapha Akkad","Oliver Reed","Rod Steiger","John Gielgud",156,PG,-35000000,8.4
"Jean-Paul Rappeneau","Olivier Martinez","François Cluzet","Isabelle Carré",135,R,1877179,7.1
"Ang Lee","Jeremy W. Auman","Jeffrey Dover","Tobey Maguire",148,R,-34369221,6.8
"Alejandro G. Iñárritu","Maricel Álvarez","Hanaa Bouchaib","Eduard Fernández",148,R,5100937,7.5
"Roland Joffé","Tamsin Egerton","Alice Englert","Bipasha Basu",109,R,0,4.5
"Joachim Rønning","Salma Hayek","Sam Shepard","Dwight Yoakam",93,PG-13,-32000000,5.7
"Tony Kaye","Bill Cobbs","Aisha Tyler","Beverly D'Angelo",0,,-23000000,7.2
"Wes Ball","Ki Hong Lee","Aml Ameen","Jacob Latimore",113,PG-13,68413606,6.8
"Ken Scott","Tom Wilkinson","June Diane Raphael","Melissa McMeekin",91,R,-24785987,5.4
"Martin Scorsese","Richard E. Grant","Geraldine Chaplin","Stuart Wilson",139,PG,2000000,7.2
"Darren Aronofsky","Hugh Jackman","Ellen Burstyn","Mark Margolis",96,PG-13,-24860746,7.3
"Hugh Johnson","David Paymer","Kevin J. O'Connor","Hudson Leick",102,R,-22772060,5.2
"Simon West","Nicolas Cage","Mark Valley","Sami Gayle",96,R,-34816875,5.5
"Hayao Miyazaki","Rumi Hiiragi","Yûki Amami","Yuria Nara",101,G,-18918217,7.7
"George Tillman Jr.","Tiago Riani","Melissa Benoist","Hayley Lovitt",128,PG-13,3432299,7.1
"Rand Ravich","Johnny Depp","Charlize Theron","Clea DuVall",109,R,-23345419,5.3
"Hugh Hudson","Liam Aiken","Eva Marie Saint","Vincent Perez",114,PG-13,-27456806,5.6
"Gabriele Muccino","Gerard Butler","Dennis Quaid","Judy Greer",105,PG-13,-21898858,5.7
"Justin Chadwick","Terry Pheto","Fana Mokoena","Tony Kgoroge",141,PG-13,-26675252,7.1
"Warren Beatty","Paul Sorvino","Warren Beatty","M. Emmet Walsh",195,PG,-35000000,7.5
"Rob Reiner","Tom Cruise","Demi Moore","Kevin Pollak",138,R,101340178,7.6
"Andrzej Bartkowiak","Michael Jai White","Bill Duke","Bruce McGill",101,R,18758599,5.5
"Raja Gosnell","Nia Long","Cedric the Entertainer","Tichina Arnold",99,PG-13,87559438,5.1
"Jeremy Degruson","Kyle Hebert","Brianne Brozey","Joe Ochman",85,,-33995909,6.3
"Chris Gorak","Max Minghella","Veronika Vernadskaya","Dato Bakhtadze",89,PG-13,-8573195,4.9
"Scott Speer","Ryan Guzman","Stephen Boss","Misha Gabriel Hamilton",99,PG-13,2057332,6.5
"David R. Ellis","Lin Shaye","Kenan Thompson","Rachel Blanchard",105,R,1014398,5.6
"Joe Charbanic","Keanu Reeves","Joseph Sikora","Chris Ellis",97,R,-4072280,5.3
"Jonathan Hensleigh","Laura Harring","Marco St. John","Eddie Jemison",140,R,682273,6.5
"Danny Cannon","Sean Pertwee","Kuno Becker","Stephen Dillane",118,PG-13,-5719423,6.8
"Boaz Yakin","Jason Statham","Reggie Lee","Robert John Burke",94,R,-12879981,6.5
"Mike Newell","Angelina Jolie Pitt","Kurt Fuller","Jake Weber",124,R,-29593736,6
"Richard Marquand","Harrison Ford","Ian McDiarmid","Kenny Baker",134,PG,276625409,8.4
"Neil Marshall","Ryan Kruger","Jason Cope","Jeremy Crutchley",113,R,-19044575,6
"Stephen Daldry","Kate Winslet","David Kross","Susanne Lothar",124,R,2180954,7.6
"David Wain","Justin Theroux","Lauren Ambrose","Joe Lo Truglio",98,R,17225675,5.6
"Jon Favreau","Peter Dinklage","Zooey Deschanel","Will Ferrell",97,PG,140381405,6.9
"Jon Turteltaub","Robert Duvall","Kyra Sedgwick","David Gallagher",123,PG,72632573,6.4
"Brian Levant","James Coburn","Nichelle Nichols","M. Emmet Walsh",99,PG,46150692,5.1
"Richard Donner","Bill Murray","Alfre Woodard","Robert Mitchum",101,PG-13,28328558,7
"Jared Hess","Ana de la Reguera","Moises Arias","Héctor Jiménez",92,PG,48197993,5.7
"Paul Feig","Matt Lucas","Wendi McLendon-Covey","Steve Bannos",131,R,136576745,6.8
"Evan Goldberg","Channing Tatum","James Franco","Emma Watson",107,R,69470202,6.7
"Rupert Wainwright","Nia Long","Enrico Colantoni","Portia de Rossi",103,R,21041732,6.2
"George Tillman Jr.","Robert De Niro","Charlize Theron","Michael Rapaport",129,R,16814909,7.2
"John Luessenhop","Paul Walker","Hayden Christensen","Jay Hernandez",107,PG-13,37744720,6.2
"Justin Zackham","Robin Williams","Robert De Niro","Topher Grace",89,R,-13215568,5.6
"John Whitesell","Brandon T. Jackson","Tony Curran","Portia Doubleday",113,PG-13,5911876,4.4
"Duncan Jones","Jake Gyllenhaal","Cas Anvar","Russell Peters",93,PG-13,22696902,7.5
"Frank Marshall","Illeana Douglas","Danny Nucci","Michael DeLorenzo",120,R,4733909,7.1
"Joel Schumacher","Logan Lerman","Virginia Madsen","Ed Lauter",98,R,3063732,6.4
"Jean-Pierre Jeunet","Callum Rennie","Julian Richings","Judy Davis",105,PG,-32900538,7.1
"Steven Spielberg","Christopher Lee","John Belushi","Treat Williams",142,PG,-35000000,5.9
"John Gatins","Ken Howard","Freddy Rodríguez","Holmes Osborne",98,PG,701088,6.9
"David Cronenberg","Viggo Mortensen","Kyle Schmid","William Hurt",96,R,-506218,7.5
"Louis Leterrier","Jason Statham","Jason Flemyng","Matthew Modine",87,PG-13,11095600,6.3
"Sam Raimi","Leonardo DiCaprio","Pat Hingle","Roberts Blossom",107,R,-13363463,6.4
"Peter Howitt","Frances Fisher","Mike Doyle","Nora Dunn",90,PG-13,-10151678,5.9
"Martin Scorsese","Nicolas Cage","Marc Anthony","Sonja Sohn",121,R,-38359790,6.8
"Miguel Sapochnik","Alice Braga",RZA,"Yvette Nicole Brown",119,R,-18236870,6.3
"Hyung-rae Shim","Robert Forster","Aimee Garcia","Chris Mulkey",107,PG-13,-24043621,3.6
"Norman Jewison","Haley Joel Osment","Nancy Travis","Andrea Martin",110,PG,-25643000,5.3
"Don Scardino","Steve Buscemi","Olivia Wilde","Steve Carell",100,PG-13,-7474079,5.9
"Mark Dindal","George Kennedy","Frank Welker","Hal Holbrook",75,G,-28437251,6.9
"Tim Robbins","Bill Murray","Vanessa Redgrave","Emily Watson",132,R,-29100030,6.9
"Steven Soderbergh","Tony Curran","Beau Bridges","Leland Orser",105,R,-30695163,6.1
"Tom Reeve","Joan Plowright","Rollo Weeks","Simon Callow",93,PG,-32000000,5.7
"Francis Ford Coppola","Harrison Ford","Marlon Brando","Robert Duvall",289,R,47300000,8.5
"Nanette Burstein","Rob Riggle","Kelli Garner","Jim Gaffigan",102,R,-14202684,6.3
"Stephen Herek","Alicia Witt","Olympia Dukakis","Jean Louisa Kelly",143,PG,76028097,7.3
"Ariel Vromen","Gary Oldman","Jordi Mollà","Doug Cockle",113,R,-17231467,6.3
"Sydney Pollack","Meryl Streep","Michael Gough","Michael Kitchen",161,PG,56100000,7.2
"Robert Zemeckis","Denzel Washington","Bruce Greenwood","Nadine Velazquez",138,R,62749203,7.3
"Lewis Gilbert","Desmond Llewelyn","Lois Chiles","Lois Maxwell",126,PG,28700000,6.3
"Wes Anderson","Bill Murray","Tom Wilkinson","F. Murray Abraham",99,R,34073773,8.1
"Scott Hicks","Anthony Hopkins","Mika Boorem","Hope Davis",101,PG-13,-6814219,6.9
"Frank Marshall","Julian Sands","Peter Jason","Brian McNamara",103,PG-13,22133888,6.3
"Gregory Hoblit","Dennis Quaid","Andre Braugher","Noah Emmerich",118,PG-13,13983704,7.3
"Paul Feig","Ed Begley Jr.","Kate McKinnon","Zach Woods",116,PG-13,-25900341,5.5
"John Francis Daley","Chris Hemsworth","Norman Reedus","Beverly D'Angelo",99,R,27879132,6.1
"Barry Sonnenfeld","Delroy Lindo","Rene Russo","Jon Gries",105,R,41827000,6.9
"Rob Marshall","Colm Feore","Chita Rivera","Jayne Eastwood",113,PG-13,125684505,7.2
"Dennis Dugan","Steve Buscemi","Adam Sandler","Joey Lauren Adams",93,PG-13,129279795,6.4
"J.B. Rogers","Alyson Hannigan","Shannon Elizabeth","Natasha Lyonne",108,R,115096820,6.4
"John Lasseter","Tom Hanks","John Ratzenberger","Jim Varney",74,G,161796233,8.3
"Jan de Bont","Keanu Reeves","Alan Ruck","Joe Morton",116,R,96248145,7.2
"Michael Sucsy","Channing Tatum","Lucas Bryant","Dillon Casey",104,PG-13,95014030,6.8
"Tom Vaughan","Harrison Ford","Brendan Fraser","Alan Ruck",106,PG,-19145306,6.5
"Boaz Yakin","Ryan Gosling","Denzel Washington","Ethan Suplee",120,PG,85648585,7.8
"John McTiernan","Scott Glenn","Jeffrey Jones","Courtney B. Vance",135,PG,92012643,7.6
"Lee Daniels","Alex Pettyfer","David Oyelowo","Vanessa Redgrave",132,PG-13,86631310,7.2
"Rawson Marshall Thurber","Gary Cole","Stephen Root","Joel David Moore",92,PG-13,94324072,6.7
"Barry Sonnenfeld","Anjelica Huston","Raul Julia","Carel Struycken",99,PG-13,75502246,6.8
"Steve Oedekerk","Bruce Spence","Bob Gunton","Sophie Okonedo",90,PG-13,78360000,6.3
"Garry Marshall","Anne Hathaway","Hector Elizondo","Heather Matarazzo",111,G,71244774,6.2
"Hugh Wilson","Stockard Channing","Elizabeth Berkley","Stephen Collins",103,PG,79444419,6.2
"David Fincher","Morgan Freeman","Brad Pitt","Reg E. Cathey",127,R,67125340,8.6
"Neill Blomkamp","Sharlto Copley","Jed Brophy","Jason Cope",112,R,85646235,8
"Stephen Hillenburg","Scarlett Johansson","Bill Fagerbakke","Rodger Bumpass",87,PG,55416609,7
"Clint Eastwood","John Doman","Spencer Treat Clark","Tom Guiry",138,R,65135191,8
"Clint Eastwood","Clint Eastwood","Morgan Freeman","Mike Colter",132,PG-13,70422786,8.1
"Harold Ramis","Robert De Niro","Chazz Palminteri","Molly Shannon",103,R,76694016,6.7
"Nick Cassavetes","Ryan Gosling","Kevin Connolly","Gena Rowlands",123,PG-13,-28935714,7.9
"Anne Fletcher","Judy Greer","Bern Cohen","Yetta Gottesman",111,PG-13,46806312,6.1
"Peter Chelsom","Emily Osment","Vanessa Williams","Moises Arias",102,G,49566871,4.2
"Stig Bergqvist","Elizabeth Daily","Casey Kasem","Debbie Reynolds",78,G,46501438,6.1
"Barbra Streisand","George Carlin","Blythe Danner","Melinda Dillon",132,R,44787599,6.6
"Edward Zwick","Anthony Hopkins","Brad Pitt","Julia Ormond",133,R,36528842,7.5
"Jason Reitman","J.K. Simmons","Anna Kendrick","Chris Lowell",108,R,58813460,7.4
"Alexander Payne","Hope Davis","June Squibb","Howard Hesseman",125,R,35010106,7.2
"Jonathan Levine","Cory Hardrict","Vincent Leclerc","Daniel Rindress-Kay",98,PG-13,31359959,6.9
"Rian Johnson","Joseph Gordon-Levitt","Bruce Willis","Tracie Thoms",119,R,36468315,7.4
"Chris Weitz","Chazz Palminteri","Mark Addy","Wanda Sykes",87,PG-13,34172251,5.4
"Chris Noonan","Miriam Margolyes","Christine Cavanaugh","Roscoe Lee Browne",91,G,36600000,6.8
"David Frankel","Meryl Streep","Steve Carell","Jean Smart",100,PG-13,33536011,6.3
"Nicholas Stoller","Mila Kunis","Jack McBrayer","Maria Thayer",118,R,32877175,7.2
,"Zach Gilford","Aimee Teegarden","Scott Porter",44,TV-14,0,8.7
"John Singleton","Josh Charles","Tony Nappo","Fionnula Flanagan",109,R,29484168,6.9
"Michael McCullers","Tina Fey","Amy Poehler","Romany Malco",99,PG-13,30269340,6
"Forest Whitaker","Bill Cobbs","Harry Connick Jr.","Gena Rowlands",114,PG-13,30033780,5.9
"Gary Winick","Anne Hathaway","Steve Howey","Candice Bergen",89,PG,28715510,5.4
"Steven Brill","Antony Starr","Scott Adsit","Bonnie Somerville",95,PG-13,39156435,5.9
"Gary Winick","Jennifer Garner","Judy Greer","Christa B. Allen",98,PG-13,19044241,6.1
"Woody Allen","Kurt Fuller","Audrey Fleurot","Nina Arianda",94,PG-13,39816662,7.7
"Peter Lepeniotis","Liam Neeson","Brendan Fraser","Sarah Gadon",85,PG,22238770,5.8
"Ted Demme","Johnny Depp","Ethan Suplee","Jordi Mollà",124,R,22937130,7.6
"Luis Mandoki","Robin Wright","John Savage","Raphael Sbarge",131,PG-13,-2200996,6.1
"William Shatner","Leonard Nimoy","Nichelle Nichols","Walter Koenig",107,PG,27410049,5.4
"John Schultz","Brenda Song","Robert Forster","Anne Meara",99,PG,21432423,5.1
"Peter Segal","George Kennedy","Fred Ward","Priscilla Presley",83,PG-13,21109400,6.4
"John Glen","Patrick Macnee","Alison Doody","Tanya Roberts",131,PG,20300000,6.3
"Steve Box","Mark Gatiss","Geraldine McEwan","Peter Sallis",85,G,26068547,7.5
"Richard LaGravenese","Gerard Butler","Harry Connick Jr.","Nellie McKay",126,PG-13,23680848,7.1
"Frederik Du Chau","Bruce Greenwood","Frankie Muniz","M. Emmet Walsh",102,PG,49186871,5.2
"Joe Wright","Benedict Cumberbatch","Alfie Allen","Brenda Blethyn",123,R,20921738,7.8
"Gary Winick","Vanessa Redgrave","Marcia DeBonis","Luisa Ranieri",105,PG,23021560,6.5
"Ridley Scott","Stephen Root","Ken Takakura","Kate Capshaw",125,R,15645204,6.6
"Bobby Farrelly","Kate Upton","Larry David","Sean Hayes",92,PG,44328238,5.1
"Tim Burton","Johnny Depp","Christopher Lee","Joanna Lumley",77,PG,13337608,7.4
"James Gartner","Mehcad Brooks","Austin Nichols","Derek Luke",118,PG,42643187,7.2
"Denis Villeneuve","Edgar Arreola","Bernardo Saracino","Daniel Kaluuya",121,R,16875468,7.6
"Antoine Fuqua","Jake Gyllenhaal","50 Cent","Oona Laurence",124,R,22418902,7.5
"Sam Raimi","Bojana Novakovic","Alison Lohman","Reggie Lee",99,PG-13,12057340,6.6
"Lee Toland Krieger","Harrison Ford","Michiel Huisman","Ellen Burstyn",112,PG-13,17478175,7.2
"Tim McCanlies","Haley Joel Osment","Robert Duvall","Emmanuelle Vaugier",111,PG,11407470,7.6
"Jon M. Chu","Alyson Stoner","Stephen Boss","Facundo Lombard",107,PG-13,12385520,6.2
"John Stockwell","Faizon Love","Mika Boorem","Sanoe Lake",104,PG-13,10118420,5.6
"Marc Forster","Will Ferrell","Christian Stolte","Danny Rhodes",113,PG-13,2137776,7.6
"David Slade","Danny Huston","Mark Rendall","Megan Franich",113,R,7568996,6.6
"Drew Goddard","Chris Hemsworth","Bradley Whitford","Kristen Connolly",95,R,12043633,7
"Jason Friedberg","Carmen Electra","Diedrich Bader","Method Man",86,PG-13,8232624,2.7
"Martin Brest","Robert De Niro","Yaphet Kotto","Philip Baker Hall",126,R,8413606,7.6
"Paul Michael Glaser","Yaphet Kotto","Maria Conchita Alonso","Richard Dawson",101,R,11122105,6.6
"Frank Oz","Bill Murray","Jim Belushi","Tisha Campbell-Martin",102,PG-13,13747385,6.9
"Joe Wright","Jessica Barden","Vicky Krieps","John Macmillan",111,PG-13,10247512,6.8
,"Zach Gilford","Joan Allen","Liam James",60,TV-PG,0,7.5
"John R. Leonetti","Brian Thompson","Talisa Soto","Robin Shou",95,PG-13,5927406,3.7
"Tom Hanks","Tom Hanks","Rob Riggle","Randall Park",98,PG-13,5565975,6.1
"Kimberly Peirce","Chloë Grace Moretz","Judy Greer","Portia Doubleday",100,R,5266619,5.9
"Liz Friedlander","Alfre Woodard","Yaya DaCosta","Jasika Nicole",118,PG-13,4703228,6.7
,"Debi Mazar","Kevin Connolly","Kevin Dillon",28,TV-MA,0,8.5
"Phil Joanou","Dwayne Johnson","Jurnee Smollett-Bell","Kevin Dunn",125,PG-13,8432823,6.9
"Sam Weisman","Bernie Mac","Larry Miller","Richard Schiff",94,PG-13,-12904682,5.5
"Shane Acker","Martin Landau","Alan Oppenheimer","Tom Kane",79,PG-13,1743332,7.1
"Steven Soderbergh","Channing Tatum","David Costabile","Katie Lowes",106,R,2154410,7.1
"Martha Coolidge","Devin Ratray","Miranda Richardson","Luke Mably",111,PG,28165882,5.9
"Stephen J. Anderson","Craig Ferguson","Robert Lopez","Huell Howser",63,G,-3312828,7.3
"Troy Miller","Elden Henson","Mimi Rogers","Cheri Oteri",85,PG-13,7096584,3.4
"Warren Beatty","Warren Beatty","Kirk Baltz","Graham Beckel",108,R,-3474166,6.8
"Tate Taylor","Tika Sumpter","Josh Hopkins","Aunjanue Ellis",139,PG-13,513940,6.9
"Carl Franklin","Meryl Streep","William Hurt","Tom Everett Scott",127,R,-6790560,7
"Brett Leonard","Denzel Washington","Costas Mandylor","Traci Lords",106,R,-5952000,5.5
"Ivan Reitman","Rainn Wilson","Eddie Izzard","Wanda Sykes",95,PG-13,-7473856,5.1
"Scott Derrickson","Olivia Munn","Dorian Missick","Edgar Ramírez",118,R,523568,6.2
"Alister Grierson","Ioan Gruffudd","Rhys Wakefield","Richard Roxburgh",108,R,-6929955,5.9
"Nick Hurran","Holly Hunter","Kevin Sussman","Dave Annable",105,PG-13,-14577793,5.2
"Nicholas Stoller","Alison Brie","Jacki Weaver","David Paymer",131,R,-1355230,6.2
"Charles Stone III","Bernie Mac","Chris Noth","Paul Sorvino",104,PG-13,-8199698,5.5
"Paul Haggis","Olivia Wilde","Daniel Stern","Aisha Hinds",133,PG-13,-13870652,7.4
"Kurt Wimmer","Milla Jovovich","Cameron Bright","Nick Chinlund",94,PG-13,-11499034,4.4
"Jean-François Richet","Brian Dennehy","Drea de Matteo","Hugh Dillon",109,R,-23927,6.3
"Antoine Fuqua","Mira Sorvino","Clifton Collins Jr.","Patrick Kilpatrick",96,R,-11032429,6.1
"Kevin Hooks","Salma Hayek","Stephen Baldwin","Will Patton",105,R,-7900000,5.3
"Ellory Elkayem","Scarlett Johansson","Doug E. Doug","Riley Smith",99,PG-13,-12733495,5.4
"Edward Zwick","Jake Gyllenhaal","Anne Hathaway","Judy Greer",112,R,2357532,6.7
"Jon Avnet","Al Pacino","Alicia Witt","Deborah Kara Unger",108,R,-13069116,5.9
"Niki Caro","Jeremy Renner","Charlize Theron","Sissy Spacek",126,R,-16675758,7.3
"Howard Deutch","Bruce Willis","Matthew Perry","Natasha Henstridge",98,PG-13,-23676031,5.5
"Vincenzo Natali","Sarah Polley","David Hewlett","Delphine Chanéac",104,R,-9000954,5.8
"Willard Huyck","Lea Thompson","Jeffrey Jones","Jordan Prentice",110,PG,-18704226,4.6
"Gavin O'Connor","Jennifer Ehle","Rick Gonzalez","Frank Grillo",130,R,-14290615,6.7
"Bruce Hunt","Eddie Cibrian","Cole Hauser","Marcel Iures",93,PG-13,-15111972,5.1
"Rob Reiner","David Paymer","Lobo Sebastian","Robert Costanzo",96,PG-13,-15791616,5.6
"Paul McGuigan","Jessica Paré","Christopher Cousins","Mark Camacho",114,PG-13,-17168879,7
"Craig Gillespie","Grace Phipps","Reid Ewing","Sandra Vergara",106,R,-11701351,6.4
"Terrence Malick","Christian Bale","Michael Greyeyes","Wes Studi",150,PG-13,-17287907,6.7
"Chris Roberts","Saffron Burrows","David Suchet","Jürgen Prochnow",100,PG-13,-18423913,4.1
"Neil Jordan","Robert Downey Jr.","Aidan Quinn","Paul Guilfoyle",100,R,-18100000,5.5
"James Wong","Ian Whyte","Texas Battle","Randall Duk Kim",100,PG,-35646427,2.7
"Jee-woon Kim","Zach Gilford","James Burnett","Christiana Leucas",107,R,-32973330,6.4
"Nick Hamm","Robert De Niro","Cameron Bright","Munro Chambers",102,PG-13,-10665355,4.8
"Andy Cadiff","Annabella Sciorra","Stark Sands","Terence Maynard",101,PG-13,-10810486,6.1
"Mike Disa","Amy Poehler","Phil LaMarr","Cheech Marin",86,PG,-19865246,4.8
"Lasse Hallström","Morgan Freeman","Camryn Manheim","Lynda Boyd",108,PG-13,-21464425,7
"Terry Gilliam","Andrew Garfield","Lily Cole","Verne Troyer",123,PG-13,-32310542,6.8
